case_id,slide_id,label
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_5,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_6,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_7,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_8,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_9,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_10,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_11,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_12,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_13,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_14,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_15,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_16,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_17,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_18,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_19,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_20,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_21,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_22,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_23,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_24,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_25,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_26,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_27,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_28,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_29,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_30,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_31,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_32,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_33,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_34,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_35,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_36,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_37,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_38,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_39,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_40,normal_tissue
rcc_GSE152938_GSM4630027_Patient_1,rcc_GSE152938_GSM4630027_Patient_1_Tumor_41,normal_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_0,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_1,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_2,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_3,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_4,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_5,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_6,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_7,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_8,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_9,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_10,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_11,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_12,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_13,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_14,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_15,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_16,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_17,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_18,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_19,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_20,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_21,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_22,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_23,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_24,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_25,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_26,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_27,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_28,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_29,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_30,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_31,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_32,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_33,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_34,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_35,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_36,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_37,tumor_tissue
rcc_GSE152938_GSM4630028_Patient_2,rcc_GSE152938_GSM4630028_Patient_2_Tumor_38,tumor_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_0,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_1,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_2,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_3,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_4,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_5,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_6,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_7,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_8,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_9,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_10,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_11,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_12,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_13,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_14,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_15,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_16,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_17,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_18,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_19,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_20,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_21,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_22,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_23,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_24,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_25,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_26,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_27,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_28,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_29,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_30,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_31,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_32,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_33,normal_tissue
rcc_GSE152938_GSM4630030_Patient_4,rcc_GSE152938_GSM4630030_Patient_4_Tumor_34,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_0,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_1,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_2,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_3,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_4,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_5,tumor_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_6,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_7,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_8,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_9,tumor_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_10,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_11,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_12,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_13,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_14,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_15,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_16,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_17,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_18,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_19,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_20,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_21,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_22,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_23,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_24,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_25,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_26,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_27,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_28,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_29,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_30,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_31,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_32,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_33,normal_tissue
rcc_GSE152938_GSM4630029_Patient_3,rcc_GSE152938_GSM4630029_Patient_3_Tumor_34,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_0,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_1,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_2,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_3,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_4,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_5,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_6,normal_tissue
rcc_GSE152938_GSM4630031_Patient_4,rcc_GSE152938_GSM4630031_Patient_4_Normal_7,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_0,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_1,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_2,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_3,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_4,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_5,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_6,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_7,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_8,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_9,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_10,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_11,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_12,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_13,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_14,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_15,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_16,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_17,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_18,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_19,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_20,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_21,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_22,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_23,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_24,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_25,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_26,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_27,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_28,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_29,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_30,normal_tissue
kidney_GSE131685_GSM4145206,kidney_GSE131685_GSM4145206_Normal_31,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_0,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_1,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_2,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_3,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_4,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_5,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_6,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_7,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_8,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_9,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_10,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_11,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_12,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_13,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_14,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_15,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_16,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_17,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_18,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_19,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_20,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_21,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_22,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_23,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_24,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_25,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_26,normal_tissue
kidney_GSE131685_GSM4145204,kidney_GSE131685_GSM4145204_Normal_27,normal_tissue
