slide_id,Y,Y_hat,p_0,p_1
rcc_GSE152938_GSM4630027_Patient_1_Tumor_12,0.0,0.0,0.9999730587005615,2.6951587642543018e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_13,0.0,0.0,0.9999796152114868,2.0345869415905327e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_14,0.0,0.0,0.9999995231628418,4.975654519512318e-07
rcc_GSE152938_GSM4630027_Patient_1_Tumor_15,0.0,0.0,0.9999587535858154,4.1244245949201286e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_16,0.0,0.0,0.9999994039535522,6.214432346496324e-07
rcc_GSE152938_GSM4630027_Patient_1_Tumor_17,0.0,0.0,0.9999914169311523,8.523506039637141e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_18,0.0,0.0,0.9999903440475464,9.705931006465107e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_19,0.0,0.0,0.9999924898147583,7.459454536729027e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_20,0.0,0.0,0.9999308586120605,6.917650171089917e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_21,0.0,0.0,0.999910831451416,8.919414540287107e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_22,0.0,0.0,0.9999942779541016,5.777008482255042e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_23,0.0,0.0,0.999910831451416,8.914287900552154e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_24,0.0,0.0,0.9999947547912598,5.300282737152884e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_25,0.0,0.0,0.999904990196228,9.505385241936892e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_26,0.0,0.0,0.9999967813491821,3.18609704663686e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_27,0.0,0.0,0.9999984502792358,1.5327420896937838e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_28,0.0,0.0,0.9999924898147583,7.548536359536229e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_29,0.0,0.0,0.9998370409011841,0.0001629615726415068
rcc_GSE152938_GSM4630027_Patient_1_Tumor_30,0.0,0.0,0.9999971389770508,2.8652755190705648e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_31,0.0,0.0,0.9999752044677734,2.485173536115326e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_32,0.0,0.0,0.9999967813491821,3.2719626688049175e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_33,0.0,0.0,0.9999978542327881,2.161938482458936e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_34,0.0,0.0,0.9999589920043945,4.104229810764082e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_35,0.0,0.0,0.9999995231628418,5.271642180559866e-07
rcc_GSE152938_GSM4630027_Patient_1_Tumor_36,0.0,0.0,0.9999990463256836,9.492653134657303e-07
rcc_GSE152938_GSM4630027_Patient_1_Tumor_37,0.0,0.0,0.999988317489624,1.164189598057419e-05
rcc_GSE152938_GSM4630027_Patient_1_Tumor_38,0.0,0.0,0.9999933242797852,6.634082183154533e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_39,0.0,0.0,0.9998641014099121,0.00013591887545771897
rcc_GSE152938_GSM4630027_Patient_1_Tumor_40,0.0,0.0,0.9999947547912598,5.193900960875908e-06
rcc_GSE152938_GSM4630027_Patient_1_Tumor_41,0.0,0.0,0.999819815158844,0.00018020058632828295
rcc_GSE152938_GSM4630028_Patient_2_Tumor_0,1.0,1.0,0.0004395499126985669,0.9995604157447815
rcc_GSE152938_GSM4630028_Patient_2_Tumor_1,1.0,1.0,0.00011611139780143276,0.9998838901519775
rcc_GSE152938_GSM4630028_Patient_2_Tumor_2,1.0,1.0,0.00027732306625694036,0.9997226595878601
rcc_GSE152938_GSM4630028_Patient_2_Tumor_3,1.0,1.0,0.00036556663690134883,0.9996343851089478
rcc_GSE152938_GSM4630028_Patient_2_Tumor_4,1.0,1.0,0.00023982128186617047,0.9997602105140686
rcc_GSE152938_GSM4630028_Patient_2_Tumor_5,1.0,1.0,0.00022610148880630732,0.9997739195823669
rcc_GSE152938_GSM4630028_Patient_2_Tumor_6,1.0,1.0,0.00035620032576844096,0.9996438026428223
rcc_GSE152938_GSM4630028_Patient_2_Tumor_7,1.0,1.0,0.0012154844589531422,0.9987844824790955
rcc_GSE152938_GSM4630028_Patient_2_Tumor_8,1.0,1.0,3.256257332395762e-05,0.9999674558639526
rcc_GSE152938_GSM4630028_Patient_2_Tumor_9,1.0,1.0,6.143639620859176e-05,0.9999386072158813
rcc_GSE152938_GSM4630028_Patient_2_Tumor_10,1.0,1.0,0.0008069205796346068,0.9991931319236755
rcc_GSE152938_GSM4630028_Patient_2_Tumor_11,1.0,1.0,8.792992593953386e-05,0.9999120235443115
rcc_GSE152938_GSM4630028_Patient_2_Tumor_12,1.0,1.0,0.00013255316298455,0.9998674392700195
rcc_GSE152938_GSM4630028_Patient_2_Tumor_13,1.0,1.0,9.14236152311787e-05,0.9999085664749146
rcc_GSE152938_GSM4630028_Patient_2_Tumor_14,1.0,1.0,0.0005058881943114102,0.9994940757751465
rcc_GSE152938_GSM4630028_Patient_2_Tumor_15,1.0,1.0,0.0001023522563627921,0.9998975992202759
rcc_GSE152938_GSM4630028_Patient_2_Tumor_16,1.0,1.0,4.46026970166713e-05,0.999955415725708
rcc_GSE152938_GSM4630028_Patient_2_Tumor_17,1.0,1.0,3.9426151488441974e-05,0.9999605417251587
rcc_GSE152938_GSM4630028_Patient_2_Tumor_18,1.0,1.0,0.0018563707126304507,0.9981436729431152
rcc_GSE152938_GSM4630028_Patient_2_Tumor_19,1.0,1.0,0.000264499249169603,0.9997355341911316
rcc_GSE152938_GSM4630028_Patient_2_Tumor_20,1.0,1.0,0.00010424473293824121,0.9998956918716431
rcc_GSE152938_GSM4630028_Patient_2_Tumor_21,1.0,1.0,0.00011656889546429738,0.9998834133148193
rcc_GSE152938_GSM4630028_Patient_2_Tumor_22,1.0,1.0,0.00022222196275833994,0.9997777342796326
rcc_GSE152938_GSM4630028_Patient_2_Tumor_23,1.0,1.0,0.006262690294533968,0.9937373399734497
rcc_GSE152938_GSM4630028_Patient_2_Tumor_24,1.0,1.0,0.00015545049973297864,0.9998445510864258
rcc_GSE152938_GSM4630028_Patient_2_Tumor_25,1.0,1.0,0.0003611015563365072,0.9996389150619507
rcc_GSE152938_GSM4630028_Patient_2_Tumor_26,1.0,1.0,0.0005188279319554567,0.9994811415672302
rcc_GSE152938_GSM4630028_Patient_2_Tumor_27,1.0,1.0,0.00047347592771984637,0.9995265007019043
rcc_GSE152938_GSM4630028_Patient_2_Tumor_28,1.0,1.0,0.00029417022597044706,0.9997058510780334
rcc_GSE152938_GSM4630028_Patient_2_Tumor_29,1.0,1.0,9.250100993085653e-05,0.9999074935913086
rcc_GSE152938_GSM4630028_Patient_2_Tumor_30,1.0,1.0,4.1136030631605536e-05,0.999958872795105
rcc_GSE152938_GSM4630028_Patient_2_Tumor_31,1.0,1.0,0.00048362958477810025,0.9995163679122925
rcc_GSE152938_GSM4630028_Patient_2_Tumor_32,1.0,1.0,6.0445214330684394e-05,0.9999395608901978
rcc_GSE152938_GSM4630028_Patient_2_Tumor_33,1.0,1.0,0.00023852192680351436,0.9997615218162537
rcc_GSE152938_GSM4630028_Patient_2_Tumor_34,1.0,1.0,0.00011418562644394115,0.9998857975006104
rcc_GSE152938_GSM4630028_Patient_2_Tumor_35,1.0,1.0,0.0008214954286813736,0.9991784691810608
rcc_GSE152938_GSM4630028_Patient_2_Tumor_36,1.0,1.0,7.394045678665861e-05,0.9999260902404785
rcc_GSE152938_GSM4630028_Patient_2_Tumor_37,1.0,1.0,4.669937334256247e-05,0.9999532699584961
rcc_GSE152938_GSM4630028_Patient_2_Tumor_38,1.0,1.0,0.000987930572591722,0.9990119934082031
rcc_GSE152938_GSM4630030_Patient_4_Tumor_0,0.0,0.0,0.9988603591918945,0.0011395968031138182
rcc_GSE152938_GSM4630030_Patient_4_Tumor_1,0.0,0.0,0.999705970287323,0.00029404295491985977
rcc_GSE152938_GSM4630030_Patient_4_Tumor_2,0.0,0.0,0.9999860525131226,1.3990868865221273e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_3,0.0,0.0,0.9999779462814331,2.203390613431111e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_4,0.0,0.0,0.9999903440475464,9.690254046290647e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_5,0.0,0.0,0.9999674558639526,3.25309119943995e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_6,0.0,0.0,0.9866098761558533,0.013390185311436653
rcc_GSE152938_GSM4630030_Patient_4_Tumor_7,0.0,0.0,0.9999978542327881,2.08859319172916e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_8,0.0,0.0,0.9999873638153076,1.268833875656128e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_9,0.0,0.0,0.9998857975006104,0.00011418791837058961
rcc_GSE152938_GSM4630030_Patient_4_Tumor_10,0.0,0.0,0.9992387294769287,0.0007612489280290902
rcc_GSE152938_GSM4630030_Patient_4_Tumor_11,0.0,0.0,0.9999831914901733,1.6844920537550934e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_12,0.0,0.0,0.9999971389770508,2.871515562219429e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_13,0.0,0.0,0.9999945163726807,5.475534180732211e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_14,0.0,0.0,0.9999692440032959,3.071045284741558e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_15,0.0,0.0,0.9999947547912598,5.2360906011017505e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_16,0.0,0.0,0.9999891519546509,1.0789195584948175e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_17,0.0,0.0,0.9985287189483643,0.0014712372794747353
rcc_GSE152938_GSM4630030_Patient_4_Tumor_18,0.0,0.0,0.9950405955314636,0.004959363956004381
rcc_GSE152938_GSM4630030_Patient_4_Tumor_19,0.0,0.0,0.999934196472168,6.581466732313856e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_20,0.0,0.0,0.9994732737541199,0.0005267787491902709
rcc_GSE152938_GSM4630030_Patient_4_Tumor_21,0.0,0.0,0.9999922513961792,7.711405487498268e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_22,0.0,0.0,0.999984860420227,1.5093926776899025e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_23,0.0,0.0,0.9999892711639404,1.0678091712179594e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_24,0.0,0.0,0.9991587400436401,0.0008412924944423139
rcc_GSE152938_GSM4630030_Patient_4_Tumor_25,0.0,0.0,0.9998735189437866,0.0001264756720047444
rcc_GSE152938_GSM4630030_Patient_4_Tumor_26,0.0,0.0,0.9999158382415771,8.420985977863893e-05
rcc_GSE152938_GSM4630030_Patient_4_Tumor_27,0.0,0.0,0.9999959468841553,4.057993919559522e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_28,0.0,0.0,0.9999939203262329,6.087779638619395e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_29,0.0,0.0,0.9999984502792358,1.496903678344097e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_30,0.0,0.0,0.9999929666519165,6.975149062782293e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_31,0.0,0.0,0.9999985694885254,1.4518177522404585e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_32,0.0,0.0,0.9999959468841553,4.031678145111073e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_33,0.0,0.0,0.9999983310699463,1.6926505850278772e-06
rcc_GSE152938_GSM4630030_Patient_4_Tumor_34,0.0,0.0,0.9999299049377441,7.004335202509537e-05
rcc_GSE152938_GSM4630029_Patient_3_Tumor_0,0.0,0.0,0.9972352385520935,0.002764779608696699
rcc_GSE152938_GSM4630029_Patient_3_Tumor_1,0.0,0.0,0.9882261157035828,0.011773881502449512
rcc_GSE152938_GSM4630029_Patient_3_Tumor_2,0.0,0.0,0.8296195864677429,0.17038045823574066
rcc_GSE152938_GSM4630029_Patient_3_Tumor_3,0.0,0.0,0.6505618691444397,0.3494381606578827
rcc_GSE152938_GSM4630029_Patient_3_Tumor_4,0.0,0.0,0.9104808568954468,0.08951909840106964
rcc_GSE152938_GSM4630029_Patient_3_Tumor_5,1.0,0.0,0.8154566884040833,0.18454326689243317
rcc_GSE152938_GSM4630029_Patient_3_Tumor_6,0.0,0.0,0.9962137341499329,0.003786275861784816
rcc_GSE152938_GSM4630029_Patient_3_Tumor_7,0.0,0.0,0.9902792572975159,0.009720752947032452
rcc_GSE152938_GSM4630029_Patient_3_Tumor_8,0.0,1.0,0.1439157873392105,0.8560841679573059
rcc_GSE152938_GSM4630029_Patient_3_Tumor_9,1.0,1.0,0.21090275049209595,0.789097249507904
rcc_GSE152938_GSM4630029_Patient_3_Tumor_10,0.0,0.0,0.8967181444168091,0.10328182578086853
rcc_GSE152938_GSM4630029_Patient_3_Tumor_11,0.0,0.0,0.995023250579834,0.004976732190698385
rcc_GSE152938_GSM4630029_Patient_3_Tumor_12,0.0,0.0,0.9991984963417053,0.0008014899794943631
rcc_GSE152938_GSM4630029_Patient_3_Tumor_13,0.0,0.0,0.9912174940109253,0.008782570250332355
rcc_GSE152938_GSM4630029_Patient_3_Tumor_14,0.0,0.0,0.9538480639457703,0.04615198075771332
rcc_GSE152938_GSM4630029_Patient_3_Tumor_15,0.0,1.0,0.03582188859581947,0.9641780853271484
rcc_GSE152938_GSM4630029_Patient_3_Tumor_16,0.0,1.0,0.09002740681171417,0.909972608089447
rcc_GSE152938_GSM4630029_Patient_3_Tumor_17,0.0,0.0,0.9718055725097656,0.028194453567266464
rcc_GSE152938_GSM4630029_Patient_3_Tumor_18,0.0,0.0,0.9995212554931641,0.00047878079931251705
rcc_GSE152938_GSM4630029_Patient_3_Tumor_19,0.0,0.0,0.9795557856559753,0.02044420875608921
rcc_GSE152938_GSM4630029_Patient_3_Tumor_20,0.0,0.0,0.8360751867294312,0.16392484307289124
rcc_GSE152938_GSM4630029_Patient_3_Tumor_21,0.0,0.0,0.9904457330703735,0.009554212912917137
rcc_GSE152938_GSM4630029_Patient_3_Tumor_22,0.0,0.0,0.7749174237251282,0.22508254647254944
rcc_GSE152938_GSM4630029_Patient_3_Tumor_23,0.0,0.0,0.9597521424293518,0.040247853845357895
rcc_GSE152938_GSM4630029_Patient_3_Tumor_24,0.0,0.0,0.997417688369751,0.0025822941679507494
rcc_GSE152938_GSM4630029_Patient_3_Tumor_25,0.0,1.0,0.45845380425453186,0.5415462255477905
rcc_GSE152938_GSM4630029_Patient_3_Tumor_26,0.0,0.0,0.9667547345161438,0.03324532508850098
rcc_GSE152938_GSM4630029_Patient_3_Tumor_27,0.0,0.0,0.737318754196167,0.2626812160015106
rcc_GSE152938_GSM4630029_Patient_3_Tumor_28,0.0,1.0,0.3168310523033142,0.6831689476966858
rcc_GSE152938_GSM4630029_Patient_3_Tumor_29,0.0,0.0,0.9306252002716064,0.06937482953071594
rcc_GSE152938_GSM4630029_Patient_3_Tumor_30,0.0,1.0,0.054484423249959946,0.9455156326293945
rcc_GSE152938_GSM4630029_Patient_3_Tumor_31,0.0,1.0,0.02716490998864174,0.9728350639343262
rcc_GSE152938_GSM4630029_Patient_3_Tumor_32,0.0,0.0,0.9505771994590759,0.04942275956273079
rcc_GSE152938_GSM4630029_Patient_3_Tumor_33,0.0,0.0,0.7824394702911377,0.21756049990653992
rcc_GSE152938_GSM4630029_Patient_3_Tumor_34,0.0,0.0,0.9993652701377869,0.0006347576272673905
rcc_GSE152938_GSM4630031_Patient_4_Normal_0,0.0,0.0,0.999984860420227,1.5097683899512049e-05
rcc_GSE152938_GSM4630031_Patient_4_Normal_1,0.0,0.0,0.9999997615814209,2.538709509281034e-07
rcc_GSE152938_GSM4630031_Patient_4_Normal_2,0.0,0.0,0.9999997615814209,2.3163187279351405e-07
rcc_GSE152938_GSM4630031_Patient_4_Normal_3,0.0,0.0,0.9999998807907104,1.6447890516246844e-07
rcc_GSE152938_GSM4630031_Patient_4_Normal_4,0.0,0.0,0.9999998807907104,1.7094083659685566e-07
rcc_GSE152938_GSM4630031_Patient_4_Normal_5,0.0,0.0,0.9999997615814209,2.428500067708228e-07
rcc_GSE152938_GSM4630031_Patient_4_Normal_6,0.0,0.0,0.9999998807907104,1.697055296290273e-07
rcc_GSE152938_GSM4630031_Patient_4_Normal_7,0.0,0.0,0.9999864101409912,1.3548296919907443e-05
kidney_GSE131685_GSM4145206_Normal_0,0.0,0.0,0.9999872446060181,1.2722578503598925e-05
kidney_GSE131685_GSM4145206_Normal_1,0.0,0.0,0.999957799911499,4.2219948227284476e-05
kidney_GSE131685_GSM4145206_Normal_2,0.0,0.0,0.9997561573982239,0.0002437912335153669
kidney_GSE131685_GSM4145206_Normal_3,0.0,0.0,0.9999847412109375,1.5271658412530087e-05
kidney_GSE131685_GSM4145206_Normal_4,0.0,0.0,0.9999606609344482,3.9312319131568074e-05
kidney_GSE131685_GSM4145206_Normal_5,0.0,0.0,0.9999415874481201,5.84316294407472e-05
kidney_GSE131685_GSM4145206_Normal_6,0.0,0.0,0.9999817609786987,1.820721445255913e-05
kidney_GSE131685_GSM4145206_Normal_7,0.0,0.0,0.9999686479568481,3.1328567274613306e-05
kidney_GSE131685_GSM4145206_Normal_8,0.0,0.0,0.9999837875366211,1.6251402485067956e-05
kidney_GSE131685_GSM4145206_Normal_9,0.0,0.0,0.9999752044677734,2.4799344828352332e-05
kidney_GSE131685_GSM4145206_Normal_10,0.0,0.0,0.9999914169311523,8.575042556913104e-06
kidney_GSE131685_GSM4145206_Normal_11,0.0,0.0,0.9999772310256958,2.280193439219147e-05
kidney_GSE131685_GSM4145206_Normal_12,0.0,0.0,0.9999948740005493,5.184696874493966e-06
kidney_GSE131685_GSM4145206_Normal_13,0.0,0.0,0.9999922513961792,7.717540938756429e-06
kidney_GSE131685_GSM4145206_Normal_14,0.0,0.0,0.9999821186065674,1.7860971638583578e-05
kidney_GSE131685_GSM4145206_Normal_15,0.0,0.0,0.9999912977218628,8.653166332805995e-06
kidney_GSE131685_GSM4145206_Normal_16,0.0,0.0,0.9999849796295166,1.5022727893665433e-05
kidney_GSE131685_GSM4145206_Normal_17,0.0,0.0,0.9999213218688965,7.86491873441264e-05
kidney_GSE131685_GSM4145206_Normal_18,0.0,0.0,0.9999876022338867,1.2356991646811366e-05
kidney_GSE131685_GSM4145206_Normal_19,0.0,0.0,0.9999877214431763,1.2299628906475846e-05
kidney_GSE131685_GSM4145206_Normal_20,0.0,0.0,0.9999910593032837,8.95493576535955e-06
kidney_GSE131685_GSM4145206_Normal_21,0.0,0.0,0.9999873638153076,1.2684684406849556e-05
kidney_GSE131685_GSM4145206_Normal_22,0.0,0.0,0.9781176447868347,0.02188236080110073
kidney_GSE131685_GSM4145206_Normal_23,0.0,0.0,0.9999666213989258,3.335000656079501e-05
kidney_GSE131685_GSM4145206_Normal_24,0.0,0.0,0.999969482421875,3.046365236514248e-05
kidney_GSE131685_GSM4145206_Normal_25,0.0,0.0,0.9999901056289673,9.88212923402898e-06
kidney_GSE131685_GSM4145206_Normal_26,0.0,0.0,0.9999912977218628,8.748965228733141e-06
kidney_GSE131685_GSM4145206_Normal_27,0.0,0.0,0.9999935626983643,6.458878942794399e-06
kidney_GSE131685_GSM4145206_Normal_28,0.0,0.0,0.9999741315841675,2.591481461422518e-05
kidney_GSE131685_GSM4145206_Normal_29,0.0,0.0,0.9995939135551453,0.0004061578365508467
kidney_GSE131685_GSM4145206_Normal_30,0.0,0.0,0.9999774694442749,2.252605918329209e-05
kidney_GSE131685_GSM4145206_Normal_31,0.0,0.0,0.9999843835830688,1.558855001349002e-05
kidney_GSE131685_GSM4145204_Normal_0,0.0,0.0,0.9998986721038818,0.00010130183363799006
kidney_GSE131685_GSM4145204_Normal_1,0.0,0.0,0.9999938011169434,6.190569365571719e-06
kidney_GSE131685_GSM4145204_Normal_2,0.0,0.0,0.9999878406524658,1.2171427442808636e-05
kidney_GSE131685_GSM4145204_Normal_3,0.0,0.0,0.9999959468841553,4.047037236887263e-06
kidney_GSE131685_GSM4145204_Normal_4,0.0,0.0,0.9998766183853149,0.0001233606890309602
kidney_GSE131685_GSM4145204_Normal_5,0.0,0.0,0.9999967813491821,3.219975951651577e-06
kidney_GSE131685_GSM4145204_Normal_6,0.0,0.0,0.947687029838562,0.052312977612018585
kidney_GSE131685_GSM4145204_Normal_7,0.0,0.0,0.9999933242797852,6.721038062096341e-06
kidney_GSE131685_GSM4145204_Normal_8,0.0,0.0,0.9999924898147583,7.455471859429963e-06
kidney_GSE131685_GSM4145204_Normal_9,0.0,0.0,0.998755931854248,0.001244052778929472
kidney_GSE131685_GSM4145204_Normal_10,0.0,0.0,0.9999969005584717,3.1086995022633346e-06
kidney_GSE131685_GSM4145204_Normal_11,0.0,0.0,0.9999805688858032,1.9467428501229733e-05
kidney_GSE131685_GSM4145204_Normal_12,0.0,0.0,0.9999860525131226,1.3904954357712995e-05
kidney_GSE131685_GSM4145204_Normal_13,0.0,0.0,0.999890923500061,0.00010907900286838412
kidney_GSE131685_GSM4145204_Normal_14,0.0,0.0,0.9998929500579834,0.00010702085273806006
kidney_GSE131685_GSM4145204_Normal_15,0.0,0.0,0.9998650550842285,0.000134958783746697
kidney_GSE131685_GSM4145204_Normal_16,0.0,0.0,0.9999967813491821,3.205098664693651e-06
kidney_GSE131685_GSM4145204_Normal_17,0.0,0.0,0.9998262524604797,0.0001737935235723853
kidney_GSE131685_GSM4145204_Normal_18,0.0,0.0,0.9999929666519165,7.08084371581208e-06
kidney_GSE131685_GSM4145204_Normal_19,0.0,0.0,0.9999960660934448,3.980602741648909e-06
kidney_GSE131685_GSM4145204_Normal_20,0.0,0.0,0.9995219707489014,0.00047808329691179097
kidney_GSE131685_GSM4145204_Normal_21,0.0,0.0,0.99998939037323,1.060633803717792e-05
kidney_GSE131685_GSM4145204_Normal_22,0.0,0.0,0.9999933242797852,6.625148216699017e-06
kidney_GSE131685_GSM4145204_Normal_23,0.0,0.0,0.9999849796295166,1.5038812307466287e-05
kidney_GSE131685_GSM4145204_Normal_24,0.0,0.0,0.9999783039093018,2.1656054741470143e-05
